Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content
Macha Besara,Odisha,Non-Veg,Fish,270,15,20.0,28,5,85,"Vitamin A, D"
Rasam,Odisha,Vegan,None,100,10,1.0,3,2,30,Vitamin C
Bhendi Fry,Odisha,Veg,None,180,20,10.0,4,1,60,"Vitamin A, C"
Chhenna Poda,Odisha,Veg,Dairy,300,40,15.0,20,10,100,"Vitamin B, C"
Biryani,Odisha,Non-Veg,None,400,55,15.0,25,10,120,"Vitamin A, C"
Pithas,Odisha,Veg,None,250,50,8.0,12,6,90,Vitamin B
Puri Sabji,Odisha,Veg,None,320,45,20.0,10,5,100,"Vitamin A, C"
Chhena Jhili,Odisha,Veg,Dairy,350,40,18.0,22,8,110,Vitamin B
Ghee Rice,Odisha,Veg,Dairy,330,50,15.0,7,5,90,Vitamin A
Murgi Kasa,Odisha,Non-Veg,Chicken,300,20,25.0,28,4,80,"Vitamin A, B"
Bhaja Macha,Odisha,Non-Veg,Fish,250,15,20.0,25,5,75,"Vitamin A, D"
Chingudi Malai Curry,Odisha,Non-Veg,Shrimp,350,10,25.0,30,6,85,"Vitamin A, B"
Saja Dali,Odisha,Veg,None,180,25,5.0,7,3,55,Vitamin C
Pakhala,Odisha,Vegan,None,130,28,2.0,4,1,45,Vitamin B
Bamboo Shoot Curry,Odisha,Veg,None,190,20,6.0,8,3,50,Vitamin C
Moong Dal Chilla,Odisha,Veg,None,250,35,7.0,12,4,70,Vitamin B
Chenna Kasa,Odisha,Veg,Dairy,220,30,8.0,9,5,65,Vitamin C
Mutton Kasa,Odisha,Non-Veg,Mutton,320,15,30.0,35,7,100,"Vitamin A, B"
Macha Rai,Odisha,Non-Veg,Fish,280,20,22.0,25,8,85,"Vitamin A, D"
Dahi Pakhala,Odisha,Veg,Dairy,180,25,4.0,6,5,50,"Vitamin B, C"
Chakuli Pitha,Odisha,Veg,None,200,30,5.0,7,4,60,Vitamin C
Biri Biri,Odisha,Veg,None,190,20,6.0,8,3,55,Vitamin A
Chana Tarkari,Odisha,Veg,None,220,30,8.0,10,4,70,"Vitamin B, C"
Macha Khatta,Odisha,Non-Veg,Fish,250,15,20.0,25,6,75,"Vitamin A, D"
Kheema,Odisha,Non-Veg,Mutton,320,20,30.0,35,8,95,"Vitamin A, B"
Aloo Chana Curry,Odisha,Veg,None,200,35,5.0,8,3,65,"Vitamin B, C"
Dahi Bara,Odisha,Veg,Dairy,250,30,7.0,12,6,80,Vitamin C
Fish Fry,Odisha,Non-Veg,Fish,280,10,25.0,30,5,85,"Vitamin A, D"
Guguni,Odisha,Veg,None,180,25,5.0,7,3,60,"Vitamin B, C"
Pakhal Pitha,Odisha,Veg,None,200,30,6.0,8,4,65,Vitamin C
Mutton Kebab,Odisha,Non-Veg,Mutton,350,15,30.0,35,7,100,"Vitamin A, B"
Khatta Meetha,Odisha,Veg,None,160,25,5.0,6,10,55,Vitamin C
Prawn Curry,Odisha,Non-Veg,Prawn,270,15,20.0,25,6,80,"Vitamin A, B"
Chenna Curry,Odisha,Veg,Dairy,210,30,7.0,9,5,70,Vitamin C
Macha Rasa,Odisha,Non-Veg,Fish,280,20,25.0,30,7,85,"Vitamin A, D"
Aloo Gobi,Odisha,Veg,None,220,30,6.0,8,3,60,Vitamin C
Chenna Poda,Odisha,Veg,Dairy,300,40,15.0,20,12,110,Vitamin B
Mutton Kasa,Odisha,Non-Veg,Mutton,320,15,30.0,35,8,95,"Vitamin A, B"
Pitha,Odisha,Veg,None,200,30,6.0,8,4,65,Vitamin C
Aloo Methi,Odisha,Veg,None,190,25,4.0,7,2,60,Vitamin C
Kakharu Pitha,Odisha,Veg,None,180,30,5.0,6,4,55,Vitamin C
Fish Curry,Odisha,Non-Veg,Fish,280,20,25.0,30,6,80,"Vitamin A, D"
Chicken Curry,Odisha,Non-Veg,Chicken,320,15,30.0,35,7,95,"Vitamin A, B"
Chhenna Kheema,Odisha,Veg,Dairy,230,30,8.0,10,6,70,Vitamin C
Chura Pakhala,Odisha,Vegan,None,150,28,2.0,5,3,50,Vitamin B
Macher Jhal,Odisha,Non-Veg,Fish,250,15,20.0,25,5,75,"Vitamin A, D"
Chhena Besara,Odisha,Veg,Dairy,220,30,7.0,8,4,70,Vitamin C
Dalma Pakhala,Odisha,Veg,None,210,35,5.0,8,3,60,Vitamin B
Chenna Poda,Odisha,Veg,Dairy,310,40,16.0,22,9,100,Vitamin B
Smoked Pork with Bamboo Shoot,Nagaland,Non-Veg,Pork,400,10,25.0,30,5,700,Vitamin B12
Naga King Chilli Pickle,Nagaland,Non-Veg,Chili,150,10,5.0,2,2,500,Vitamin C
Pork Ribs with Bamboo Shoot,Nagaland,Non-Veg,Pork,350,15,20.0,25,5,600,Vitamin B6
Rice Cake,Nagaland,Veg,None,250,50,5.0,3,10,200,Vitamin B1
Chicken with Naga Chili,Nagaland,Non-Veg,Chicken,400,20,25.0,35,5,800,Vitamin B12
Fermented Soybean Paste,Nagaland,Vegan,Soybean,100,15,2.0,5,2,400,Vitamin B2
Naga Fish Curry,Nagaland,Non-Veg,Fish,350,12,20.0,30,7,700,Vitamin D
Pork with Bamboo Shoot Soup,Nagaland,Non-Veg,Pork,250,10,15.0,20,4,600,Vitamin C
Vegetable Stew,Nagaland,Veg,None,200,30,5.0,5,7,300,Vitamin A
Naga Style Fried Fish,Nagaland,Non-Veg,Fish,300,10,18.0,25,4,500,Vitamin B12
Naga Bean Curry,Nagaland,Vegan,Beans,250,30,4.0,10,5,400,Vitamin B6
Naga Pork Belly,Nagaland,Non-Veg,Pork,400,15,30.0,25,6,800,Vitamin A
Khawza,Nagaland,Veg,None,300,50,10.0,15,20,250,Vitamin B12
Smoked Pork Ribs,Nagaland,Non-Veg,Pork,350,12,25.0,20,5,650,Vitamin B6
Naga Spicy Chicken,Nagaland,Non-Veg,Chicken,400,15,20.0,30,7,750,Vitamin C
Rice with Naga Pork,Nagaland,Non-Veg,Pork,450,60,20.0,25,10,900,Vitamin B12
Naga Bamboo Shoot Salad,Nagaland,Veg,None,150,20,5.0,3,2,150,Vitamin A
Naga Green Chili Paste,Nagaland,Vegan,Chili,100,10,4.0,2,1,200,Vitamin C
Pork with Naga Herbs,Nagaland,Non-Veg,Pork,400,15,30.0,35,6,700,Vitamin B6
Vegetable Stir Fry,Nagaland,Veg,None,200,25,7.0,5,8,250,Vitamin A
Naga Chili Chicken,Nagaland,Non-Veg,Chicken,350,12,22.0,30,4,650,Vitamin B12
Bamboo Shoot and Pork Curry,Nagaland,Non-Veg,Pork,300,15,20.0,25,5,600,Vitamin B6
Sticky Rice with Pork,Nagaland,Non-Veg,Pork,400,60,15.0,20,10,800,Vitamin C
Pork and Bamboo Shoot Salad,Nagaland,Non-Veg,Pork,250,12,10.0,15,3,500,Vitamin B12
Naga Style Fish Fry,Nagaland,Non-Veg,Fish,300,15,20.0,30,5,600,Vitamin D
Chicken Soup with Herbs,Nagaland,Non-Veg,Chicken,200,5,15.0,25,3,400,Vitamin B12
Pork with Green Beans,Nagaland,Non-Veg,Pork,350,15,25.0,30,4,650,Vitamin C
Spicy Naga Chicken Wings,Nagaland,Non-Veg,Chicken,350,10,20.0,25,7,700,Vitamin B6
Vegetable Curry with Rice,Nagaland,Veg,None,300,55,10.0,8,12,250,Vitamin A
Pork with Garlic and Ginger,Nagaland,Non-Veg,Pork,400,10,30.0,20,6,700,Vitamin B12
Naga Meat Stew,Nagaland,Non-Veg,Beef,350,12,25.0,30,5,600,Vitamin B6
Naga Style Boiled Vegetables,Nagaland,Veg,None,150,20,2.0,5,4,200,Vitamin A
Naga Dry Fish,Nagaland,Non-Veg,Fish,200,5,10.0,20,3,400,Vitamin D
Bamboo Shoot and Fish Curry,Nagaland,Non-Veg,Fish,300,15,20.0,25,7,600,Vitamin B12
Naga Chicken Roast,Nagaland,Non-Veg,Chicken,400,12,25.0,30,6,700,Vitamin C
Pork with Red Chilli,Nagaland,Non-Veg,Pork,350,20,20.0,25,4,650,Vitamin B6
Naga Style Spicy Rice,Nagaland,Veg,None,250,60,5.0,10,8,300,Vitamin B12
Vegetable and Pork Stew,Nagaland,Non-Veg,Pork,300,20,10.0,20,5,500,Vitamin C
Naga Pork with Herbs,Nagaland,Non-Veg,Pork,350,10,30.0,25,6,600,Vitamin B12
Pork with Naga Spices,Nagaland,Non-Veg,Pork,400,15,25.0,35,7,700,Vitamin B6
Naga Style Chicken Stew,Nagaland,Non-Veg,Chicken,300,10,20.0,25,4,500,Vitamin C
Bamboo Shoot Stir Fry,Nagaland,Veg,None,200,25,5.0,5,6,300,Vitamin A
Pork and Beans Curry,Nagaland,Non-Veg,Pork,350,20,15.0,25,7,600,Vitamin B12
Spicy Naga Fried Rice,Nagaland,Veg,None,300,65,7.0,12,9,250,Vitamin C
Chicken and Bamboo Shoot Soup,Nagaland,Non-Veg,Chicken,250,12,15.0,20,5,500,Vitamin B12
Naga Style Pork Ribs,Nagaland,Non-Veg,Pork,400,15,30.0,20,6,700,Vitamin B6
Vegetable and Bean Soup,Nagaland,Vegan,Beans,200,30,5.0,10,8,250,Vitamin A
Spicy Pork Stir Fry,Nagaland,Non-Veg,Pork,350,20,25.0,30,5,600,Vitamin B12
Naga Fish and Bamboo Shoot Stew,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D
Rice with Naga Beans,Nagaland,Vegan,Beans,300,55,10.0,15,7,350,Vitamin B6
Pork with Naga Vegetables,Nagaland,Non-Veg,Pork,350,20,25.0,30,5,650,Vitamin C
Naga Style Spicy Fish,Nagaland,Non-Veg,Fish,300,10,15.0,25,4,500,Vitamin B12
Pork with Soybean,Nagaland,Non-Veg,Pork,350,15,20.0,25,6,600,Vitamin B6
Naga Chicken with Herbs,Nagaland,Non-Veg,Chicken,400,12,25.0,30,5,700,Vitamin C
Vegetable and Pork Fried Rice,Nagaland,Non-Veg,Pork,400,60,15.0,20,8,750,Vitamin B12
Naga Pork and Bean Curry,Nagaland,Non-Veg,Pork,350,20,20.0,30,7,650,Vitamin C
Naga Style Green Chili Soup,Nagaland,Vegan,Chili,150,20,5.0,3,2,200,Vitamin C
Smoked Fish with Bamboo Shoot,Nagaland,Non-Veg,Fish,300,12,15.0,20,4,500,Vitamin B12
Naga Pork Belly Stew,Nagaland,Non-Veg,Pork,400,15,30.0,25,6,700,Vitamin B6
Vegetable and Rice Stir Fry,Nagaland,Veg,None,250,55,7.0,10,6,250,Vitamin A
Pork with Naga Sauce,Nagaland,Non-Veg,Pork,350,12,25.0,30,7,600,Vitamin C
Naga Chicken and Bamboo Shoot,Nagaland,Non-Veg,Chicken,350,20,15.0,30,4,650,Vitamin B12
Rice with Naga Bean Stew,Nagaland,Vegan,Beans,300,60,5.0,10,8,350,Vitamin B6
Naga Pork with Ginger,Nagaland,Non-Veg,Pork,400,10,30.0,25,6,700,Vitamin C
Naga Style Fish Stew,Nagaland,Non-Veg,Fish,300,10,20.0,25,5,600,Vitamin B12
Vegetable and Pork Rice Bowl,Nagaland,Non-Veg,Pork,350,55,10.0,20,8,700,Vitamin C
Naga Spicy Pork Curry,Nagaland,Non-Veg,Pork,400,20,25.0,30,6,700,Vitamin B12
Chicken and Bean Curry,Nagaland,Non-Veg,Chicken,350,20,15.0,25,5,650,Vitamin C
Naga Style Vegetable Soup,Nagaland,Vegan,None,150,20,3.0,5,2,200,Vitamin A
Pork with Spicy Naga Herbs,Nagaland,Non-Veg,Pork,400,10,30.0,20,7,700,Vitamin B12
Naga Fish and Rice,Nagaland,Non-Veg,Fish,350,55,15.0,20,6,700,Vitamin D
Vegetable and Pork Stir Fry,Nagaland,Non-Veg,Pork,300,20,10.0,15,5,500,Vitamin A
Naga Style Spicy Bean Soup,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin B6
Smoked Pork with Spices,Nagaland,Non-Veg,Pork,400,15,30.0,25,6,700,Vitamin B12
Naga Green Chili Chicken,Nagaland,Non-Veg,Chicken,350,15,20.0,25,5,650,Vitamin C
Bamboo Shoot and Pork Rice,Nagaland,Non-Veg,Pork,400,60,15.0,20,8,800,Vitamin B12
Naga Style Pork Stew,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin C
Vegetable and Chicken Stir Fry,Nagaland,Non-Veg,Chicken,300,20,15.0,25,6,600,Vitamin B12
Naga Bean and Rice Bowl,Nagaland,Vegan,Beans,300,55,5.0,12,7,350,Vitamin A
Pork with Naga Pickles,Nagaland,Non-Veg,Pork,400,15,25.0,30,6,700,Vitamin B6
Naga Style Spicy Fish Curry,Nagaland,Non-Veg,Fish,300,15,20.0,25,5,600,Vitamin D
Chicken with Naga Beans,Nagaland,Non-Veg,Chicken,350,20,15.0,25,7,650,Vitamin C
Pork and Vegetable Curry,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin B12
Naga Style Rice and Fish,Nagaland,Non-Veg,Fish,350,55,15.0,20,8,700,Vitamin D
Vegetable and Pork Soup,Nagaland,Non-Veg,Pork,250,20,5.0,10,4,400,Vitamin A
Naga Style Spicy Chicken Soup,Nagaland,Non-Veg,Chicken,250,12,15.0,25,5,500,Vitamin B12
Naga Fish and Vegetable Stir Fry,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin B12
Chicken with Bamboo Shoot Curry,Nagaland,Non-Veg,Chicken,300,15,20.0,30,7,650,Vitamin C
Spicy Pork with Beans,Nagaland,Non-Veg,Pork,350,20,25.0,30,5,650,Vitamin B12
Naga Style Vegetable Rice,Nagaland,Veg,None,300,55,7.0,10,6,250,Vitamin A
Pork with Naga Sauce and Beans,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin C
Naga Fish with Garlic,Nagaland,Non-Veg,Fish,300,10,15.0,20,4,500,Vitamin D
Vegetable and Bean Stir Fry,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin A
Pork with Naga Chilies and Rice,Nagaland,Non-Veg,Pork,400,60,20.0,25,8,800,Vitamin B12
Naga Style Chicken Curry,Nagaland,Non-Veg,Chicken,350,15,20.0,25,7,650,Vitamin C
Spicy Naga Bean Soup,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin B6
Pork with Naga Chili Pickle,Nagaland,Non-Veg,Pork,350,15,20.0,30,5,650,Vitamin C
Naga Style Fish with Vegetables,Nagaland,Non-Veg,Fish,300,20,15.0,25,6,600,Vitamin D
Chicken with Spicy Naga Herbs,Nagaland,Non-Veg,Chicken,350,15,20.0,30,5,650,Vitamin C
Pork and Bamboo Shoot Stir Fry,Nagaland,Non-Veg,Pork,350,15,20.0,25,5,650,Vitamin B12
Vegetable Rice Bowl,Nagaland,Veg,None,250,55,7.0,12,8,300,Vitamin A
Naga Style Spicy Pork Curry,Nagaland,Non-Veg,Pork,400,20,25.0,30,6,700,Vitamin B6
Fish and Bean Stew,Nagaland,Non-Veg,Fish,300,15,20.0,25,7,600,Vitamin B12
Naga Pork with Bamboo Shoot Soup,Nagaland,Non-Veg,Pork,300,15,20.0,25,5,650,Vitamin C
Vegetable and Pork Stir Fry with Rice,Nagaland,Non-Veg,Pork,350,60,15.0,20,8,700,Vitamin A
Spicy Naga Pork Soup,Nagaland,Non-Veg,Pork,300,15,25.0,20,5,600,Vitamin C
Chicken with Naga Beans and Rice,Nagaland,Non-Veg,Chicken,400,60,20.0,25,8,750,Vitamin B12
Naga Style Fish and Vegetable Curry,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D
Pork with Bamboo Shoot and Chili,Nagaland,Non-Veg,Pork,400,20,25.0,30,6,700,Vitamin B12
Vegetable Bean Stew,Nagaland,Vegan,Beans,200,30,5.0,10,7,300,Vitamin B6
Naga Spicy Fish Soup,Nagaland,Non-Veg,Fish,250,10,15.0,25,6,500,Vitamin D
Pork and Vegetable Rice Stir Fry,Nagaland,Non-Veg,Pork,350,60,20.0,25,8,700,Vitamin C
Naga Style Chicken and Rice,Nagaland,Non-Veg,Chicken,350,60,20.0,25,8,750,Vitamin B12
Vegetable and Naga Beans Stew,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin A
Spicy Pork with Bamboo Shoots,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin B12
Naga Style Fish and Rice Bowl,Nagaland,Non-Veg,Fish,300,55,15.0,20,8,700,Vitamin D
Chicken with Naga Herbs and Rice,Nagaland,Non-Veg,Chicken,400,60,20.0,25,8,750,Vitamin C
Naga Pork and Vegetable Soup,Nagaland,Non-Veg,Pork,300,20,25.0,30,6,650,Vitamin B12
Spicy Naga Bean Curry,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin A
Pork with Naga Spices and Rice,Nagaland,Non-Veg,Pork,400,60,20.0,25,8,750,Vitamin C
Naga Style Fish and Bean Soup,Nagaland,Non-Veg,Fish,250,15,20.0,25,6,500,Vitamin D
Vegetable Stir Fry with Rice,Nagaland,Veg,None,250,55,7.0,12,8,300,Vitamin A
Pork with Naga Beans and Herbs,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin B12
Naga Style Spicy Chicken Stew,Nagaland,Non-Veg,Chicken,350,15,20.0,25,6,650,Vitamin C
Spicy Pork and Vegetable Soup,Nagaland,Non-Veg,Pork,300,20,25.0,30,7,650,Vitamin B12
Naga Style Fish with Bamboo Shoots,Nagaland,Non-Veg,Fish,300,15,20.0,25,5,600,Vitamin D
Chicken and Bean Stew,Nagaland,Non-Veg,Chicken,300,20,15.0,25,7,650,Vitamin B12
Pork with Naga Rice,Nagaland,Non-Veg,Pork,400,60,20.0,25,8,750,Vitamin C
Vegetable and Pork Soup with Rice,Nagaland,Non-Veg,Pork,300,55,15.0,20,7,700,Vitamin A
Naga Style Fish with Herbs,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D
Spicy Naga Pork Stew,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin C
Chicken and Vegetable Stir Fry,Nagaland,Non-Veg,Chicken,300,20,15.0,25,8,650,Vitamin B12
Pork with Naga Chili Sauce,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin C
Naga Style Fish and Rice Stir Fry,Nagaland,Non-Veg,Fish,300,60,15.0,20,8,700,Vitamin D
Vegetable Bean Soup with Rice,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin B6
Pork with Bamboo Shoot Curry,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin B12
Naga Style Chicken with Beans,Nagaland,Non-Veg,Chicken,350,20,15.0,25,7,650,Vitamin C
Spicy Pork and Bean Stew,Nagaland,Non-Veg,Pork,300,20,25.0,30,7,650,Vitamin B12
Naga Style Fish Curry with Rice,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Chicken with Spicy Naga Vegetables,Nagaland,Non-Veg,Chicken,350,20,25.0,30,7,700,Vitamin C
Pork and Naga Bean Stew,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin B12
Naga Style Fish and Vegetable Stew,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D
Vegetable Stir Fry with Naga Herbs,Nagaland,Veg,None,250,55,7.0,10,6,250,Vitamin A
Naga Style Chicken and Bean Curry,Nagaland,Non-Veg,Chicken,350,20,15.0,25,6,650,Vitamin C
Pork with Naga Rice and Beans,Nagaland,Non-Veg,Pork,400,60,20.0,25,8,750,Vitamin B12
Naga Style Fish and Vegetable Curry with Rice,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Chicken with Bamboo Shoot Stir Fry,Nagaland,Non-Veg,Chicken,300,20,15.0,25,7,650,Vitamin C
Pork with Naga Beans and Vegetables,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin B12
Naga Style Fish and Vegetable Stir Fry,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D
Vegetable Rice Stir Fry with Naga Spices,Nagaland,Veg,None,300,55,7.0,10,8,250,Vitamin A
Pork with Naga Chili Stew,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin C
Naga Style Fish and Pork Stew,Nagaland,Non-Veg,Fish,350,20,25.0,30,8,700,Vitamin D
Spicy Chicken with Naga Beans,Nagaland,Non-Veg,Chicken,350,20,25.0,30,7,650,Vitamin C
Pork with Bamboo Shoots and Beans,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin B12
Naga Style Fish Curry with Vegetables,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D
Vegetable and Naga Bean Curry,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin B6
Pork with Naga Chili and Rice,Nagaland,Non-Veg,Pork,350,60,20.0,25,7,700,Vitamin C
Naga Style Fish and Vegetable Curry with Beans,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Chicken with Spicy Naga Beans,Nagaland,Non-Veg,Chicken,350,20,25.0,30,7,650,Vitamin C
Pork and Naga Bean Curry,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin B12
Naga Style Spicy Fish Stew,Nagaland,Non-Veg,Fish,350,20,25.0,30,6,650,Vitamin D
Vegetable and Naga Bean Soup,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin A
Pork with Naga Beans and Rice,Nagaland,Non-Veg,Pork,400,60,20.0,25,8,750,Vitamin B12
Naga Style Fish and Bean Stir Fry,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Spicy Chicken and Naga Beans,Nagaland,Non-Veg,Chicken,350,20,25.0,30,7,650,Vitamin C
Pork with Naga Bean Soup,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin B12
Naga Style Fish and Rice Curry,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Vegetable Stir Fry with Naga Beans,Nagaland,Vegan,Beans,200,30,5.0,10,6,300,Vitamin B6
Pork with Naga Bean Stir Fry,Nagaland,Non-Veg,Pork,350,20,25.0,30,7,650,Vitamin C
Naga Style Fish and Vegetable Soup,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D
Chicken with Spicy Naga Beans and Rice,Nagaland,Non-Veg,Chicken,350,20,25.0,30,8,700,Vitamin C
Naga Style Fish Curry with Beans,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Vegetable Rice Stir Fry with Naga Herbs,Nagaland,Veg,None,300,55,7.0,10,8,250,Vitamin A
Pork with Naga Spices and Beans,Nagaland,Non-Veg,Pork,350,20,25.0,30,6,650,Vitamin C
Naga Style Fish and Bean Curry,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Chicken with Naga Spices and Rice,Nagaland,Non-Veg,Chicken,400,60,20.0,25,8,750,Vitamin C
Pork with Naga Beans and Rice,Nagaland,Non-Veg,Pork,350,60,20.0,25,8,750,Vitamin B12
Naga Style Fish and Vegetable Curry,Nagaland,Non-Veg,Fish,350,60,15.0,20,8,750,Vitamin D
Bamboo Shoot Curry,Mizoram,Veg,None,200,25,10.0,5,2,800,"Vitamin A, C"
Mizo Chicken Stew,Mizoram,Non-Veg,None,300,20,15.0,25,3,900,"Vitamin B, C"
Mizo Fish Curry,Mizoram,Non-Veg,None,250,15,20.0,20,2,950,"Vitamin A, B"
Vawksa Rep,Mizoram,Non-Veg,None,350,30,25.0,35,4,1000,"Vitamin B, C"
Mizo Veg Thali,Mizoram,Veg,None,500,60,20.0,15,6,1200,"Vitamin A, B, C"
Farcha Chicken,Mizoram,Non-Veg,None,400,35,25.0,30,5,1100,"Vitamin B, C"
Mizo Pork Stew,Mizoram,Non-Veg,None,350,25,30.0,20,3,950,"Vitamin B, C"
Mizo Pumpkin Curry,Mizoram,Veg,None,180,25,8.0,3,4,600,"Vitamin A, C"
Khaw Hmoo,Mizoram,Non-Veg,None,320,28,22.0,30,6,1050,"Vitamin B, C"
Mizo Green Bean Curry,Mizoram,Veg,None,200,30,5.0,4,3,700,"Vitamin A, C"
Mizo Chicken Fried Rice,Mizoram,Non-Veg,None,350,45,15.0,20,5,900,Vitamin B
Mizo Fish Soup,Mizoram,Non-Veg,None,150,10,5.0,15,2,600,"Vitamin A, C"
Vawksa Bu,Mizoram,Non-Veg,None,400,35,30.0,25,4,1100,"Vitamin B, C"
Mizo Pork with Bamboo Shoot,Mizoram,Non-Veg,None,350,30,25.0,20,3,950,Vitamin B
Mizo Green Leaf Salad,Mizoram,Vegan,None,120,10,2.0,3,1,400,"Vitamin A, C"
Mizo Pumpkin Soup,Mizoram,Veg,None,150,20,3.0,5,3,500,"Vitamin A, C"
Mizo Pork Curry,Mizoram,Non-Veg,None,350,28,30.0,25,4,1000,"Vitamin B, C"
Mizo Chicken Gravy,Mizoram,Non-Veg,None,300,20,15.0,25,5,950,"Vitamin B, C"
Mizo Fried Fish,Mizoram,Non-Veg,None,250,15,20.0,25,3,850,"Vitamin A, B"
Mizo Vegetable Soup,Mizoram,Veg,None,100,15,2.0,4,2,300,"Vitamin A, C"
Mizo Chicken Salad,Mizoram,Non-Veg,None,200,10,8.0,20,3,600,"Vitamin B, C"
Mizo Rice Cake,Mizoram,Veg,None,220,45,1.0,10,2,500,Vitamin B
Mizo Bamboo Shoot Salad,Mizoram,Veg,None,150,15,2.0,4,2,400,"Vitamin A, C"
Mizo Veg Stew,Mizoram,Veg,None,250,30,5.0,6,3,700,"Vitamin A, C"
Mizo Chicken Noodles,Mizoram,Non-Veg,None,350,50,20.0,20,4,1000,Vitamin B
Mizo Pork Noodles,Mizoram,Non-Veg,None,360,45,25.0,25,5,1050,Vitamin B
Mizo Vegetable Fried Rice,Mizoram,Veg,None,300,50,10.0,8,4,800,"Vitamin A, C"
Mizo Pork with Rice,Mizoram,Non-Veg,None,400,60,25.0,20,5,1100,"Vitamin B, C"
Mizo Chicken Skewers,Mizoram,Non-Veg,None,250,20,10.0,25,3,700,"Vitamin B, C"
Mizo Egg Curry,Mizoram,Non-Veg,None,280,25,15.0,20,4,800,"Vitamin B, C"
Mizo Vegetable Pakora,Mizoram,Veg,None,350,40,15.0,10,6,900,"Vitamin A, C"
Mizo Grilled Fish,Mizoram,Non-Veg,None,250,15,20.0,25,3,850,"Vitamin A, B"
Mizo Chicken Soup,Mizoram,Non-Veg,None,200,10,8.0,20,2,500,"Vitamin B, C"
Mizo Veg Pakora,Mizoram,Veg,None,300,30,20.0,10,5,750,"Vitamin A, C"
Mizo Bamboo Shoot and Pork Stew,Mizoram,Non-Veg,None,400,35,25.0,30,4,1050,Vitamin B
Mizo Fried Rice with Chicken,Mizoram,Non-Veg,None,350,50,15.0,20,6,900,Vitamin B
Mizo Green Bean Salad,Mizoram,Vegan,None,180,20,3.0,5,2,500,"Vitamin A, C"
Mizo Pork and Bamboo Shoot Curry,Mizoram,Non-Veg,None,350,30,25.0,25,4,1000,Vitamin B
Mizo Chicken Curry with Rice,Mizoram,Non-Veg,None,400,55,20.0,30,5,1100,"Vitamin B, C"
Mizo Veg and Pork Soup,Mizoram,Non-Veg,None,250,25,15.0,20,3,800,"Vitamin B, C"
Mizo Vegetable and Rice,Mizoram,Veg,None,350,60,10.0,15,5,800,"Vitamin A, C"
Mizo Chicken Thukpa,Mizoram,Non-Veg,None,300,45,15.0,25,5,900,"Vitamin B, C"
Mizo Rice with Pork,Mizoram,Non-Veg,None,400,60,25.0,20,6,1050,Vitamin B
Mizo Pork and Vegetable Stir Fry,Mizoram,Non-Veg,None,350,30,25.0,20,4,950,Vitamin B
Mizo Chicken with Bamboo Shoots,Mizoram,Non-Veg,None,320,28,20.0,30,3,900,"Vitamin B, C"
